,Province/State,Country/Region,Lat,Long,Date,time_series_covid19_confirmed_global,time_series_covid19_recovered_global,time_series_covid19_deaths_global
3775,Guangxi,China,23.8298,108.7881,2020-02-06,168.0,14.0,0.0
3776,Guizhou,China,26.8154,106.8748,2020-02-06,71.0,6.0,1.0
3777,Hainan,China,19.1959,109.7453,2020-02-06,106.0,8.0,1.0
3778,Hebei,China,39.549,116.1306,2020-02-06,157.0,13.0,1.0
3779,Heilongjiang,China,47.862,127.7615,2020-02-06,227.0,,3.0
3780,Henan,China,33.882,113.614,2020-02-06,851.0,,2.0
3781,Hong Kong,China,22.3,114.2,2020-02-06,24.0,0.0,1.0
3782,Hubei,China,30.9756,112.2707,2020-02-06,22112.0,817.0,618.0
3783,Hunan,China,27.6104,111.7088,2020-02-06,711.0,81.0,0.0
3784,Inner Mongolia,China,44.0935,113.9448,2020-02-06,46.0,4.0,0.0
3785,Jiangsu,China,32.9711,119.455,2020-02-06,373.0,34.0,0.0
3786,Jiangxi,China,27.614,115.7221,2020-02-06,600.0,37.0,0.0
3787,Jilin,China,43.6661,126.1923,2020-02-06,59.0,4.0,0.0
3788,Liaoning,China,41.2956,122.6085,2020-02-06,94.0,5.0,0.0
3789,Macau,China,22.1667,113.55,2020-02-06,10.0,1.0,0.0
3790,Ningxia,China,37.2692,106.1655,2020-02-06,40.0,1.0,0.0
3791,Qinghai,China,35.7452,95.9956,2020-02-06,18.0,3.0,0.0
3792,Shaanxi,China,35.1917,108.8701,2020-02-06,173.0,9.0,0.0
3793,Shandong,China,36.3427,118.1498,2020-02-06,347.0,27.0,0.0
3794,Shanghai,China,31.202,121.4491,2020-02-06,257.0,,1.0
3795,Shanxi,China,37.5777,112.2922,2020-02-06,96.0,12.0,0.0
3796,Sichuan,China,30.6171,102.7103,2020-02-06,321.0,31.0,1.0
3797,Tianjin,China,39.3054,117.323,2020-02-06,79.0,2.0,1.0
3798,Tibet,China,31.6927,88.0924,2020-02-06,1.0,0.0,0.0
3799,Xinjiang,China,41.1129,85.2401,2020-02-06,36.0,0.0,0.0
3800,Yunnan,China,24.974,101.487,2020-02-06,133.0,,0.0
3801,Zhejiang,China,29.1832,120.0934,2020-02-06,954.0,94.0,0.0
3802,,Colombia,4.5709,-74.2973,2020-02-06,0.0,0.0,0.0
3803,,Congo (Brazzaville),-4.0383,21.7587,2020-02-06,0.0,0.0,0.0
3804,,Congo (Kinshasa),-4.0383,21.7587,2020-02-06,0.0,0.0,0.0
3805,,Costa Rica,9.7489,-83.7534,2020-02-06,0.0,0.0,0.0
3806,,Cote d'Ivoire,7.54,-5.5471,2020-02-06,0.0,0.0,0.0
3807,,Croatia,45.1,15.2,2020-02-06,0.0,0.0,0.0
3808,,Diamond Princess,0.0,0.0,2020-02-06,0.0,0.0,0.0
3809,,Cuba,22.0,-80.0,2020-02-06,0.0,0.0,0.0
3810,,Cyprus,35.1264,33.4299,2020-02-06,0.0,0.0,0.0
3811,,Czechia,49.8175,15.473,2020-02-06,0.0,,0.0
3812,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-06,0.0,0.0,0.0
3813,Greenland,Denmark,71.7069,-42.6043,2020-02-06,0.0,0.0,0.0
3814,,Denmark,56.2639,9.5018,2020-02-06,0.0,0.0,0.0
3815,,Djibouti,11.8251,42.5903,2020-02-06,0.0,0.0,0.0
3816,,Dominican Republic,18.7357,-70.1627,2020-02-06,0.0,0.0,0.0
3817,,Ecuador,-1.8312,-78.1834,2020-02-06,0.0,0.0,0.0
3818,,Egypt,26.0,30.0,2020-02-06,0.0,0.0,0.0
3819,,El Salvador,13.7942,-88.8965,2020-02-06,0.0,0.0,0.0
3820,,Equatorial Guinea,1.5,10.0,2020-02-06,0.0,0.0,0.0
3821,,Eritrea,15.1794,39.7823,2020-02-06,0.0,0.0,0.0
3822,,Estonia,58.5953,25.0136,2020-02-06,0.0,0.0,0.0
3823,,Eswatini,-26.5225,31.4659,2020-02-06,0.0,0.0,0.0
3824,,Ethiopia,9.145,40.4897,2020-02-06,0.0,0.0,0.0
3825,,Fiji,-17.7134,178.065,2020-02-06,0.0,0.0,0.0
3826,,Finland,64.0,26.0,2020-02-06,1.0,0.0,0.0
3827,French Guiana,France,3.9339,-53.1258,2020-02-06,0.0,0.0,0.0
3828,French Polynesia,France,-17.6797,149.4068,2020-02-06,0.0,0.0,0.0
3829,Guadeloupe,France,16.25,-61.5833,2020-02-06,0.0,0.0,0.0
3830,Mayotte,France,-12.8275,45.1662,2020-02-06,0.0,0.0,0.0
3831,New Caledonia,France,-20.9043,165.618,2020-02-06,0.0,0.0,0.0
3832,Reunion,France,-21.1351,55.2471,2020-02-06,0.0,0.0,0.0
3833,Saint Barthelemy,France,17.9,-62.8333,2020-02-06,0.0,0.0,0.0
3834,St Martin,France,18.0708,-63.0501,2020-02-06,0.0,0.0,0.0
3835,Martinique,France,14.6415,-61.0242,2020-02-06,0.0,0.0,0.0
3836,,France,46.2276,2.2137,2020-02-06,6.0,0.0,0.0
3837,,Gabon,-0.8037,11.6094,2020-02-06,0.0,0.0,0.0
3838,,Gambia,13.4432,-15.3101,2020-02-06,0.0,0.0,0.0
3839,,Georgia,42.3154,43.3569,2020-02-06,0.0,0.0,0.0
3840,,Germany,51.0,9.0,2020-02-06,12.0,0.0,0.0
3841,,Ghana,7.9465,-1.0232,2020-02-06,0.0,0.0,0.0
3842,,Greece,39.0742,21.8243,2020-02-06,0.0,0.0,0.0
3843,,Guatemala,15.7835,-90.2308,2020-02-06,0.0,0.0,0.0
3844,,Guinea,9.9456,-9.6966,2020-02-06,0.0,0.0,0.0
3845,,Guyana,5.0,-58.75,2020-02-06,0.0,0.0,0.0
3846,,Haiti,18.9712,-72.2852,2020-02-06,0.0,0.0,0.0
3847,,Holy See,41.9029,12.4534,2020-02-06,0.0,0.0,0.0
3848,,Honduras,15.2,-86.2419,2020-02-06,0.0,0.0,0.0
3849,,Hungary,47.1625,19.5033,2020-02-06,0.0,0.0,0.0
3850,,Iceland,64.9631,-19.0208,2020-02-06,0.0,0.0,0.0
3851,,India,21.0,78.0,2020-02-06,3.0,0.0,0.0
3852,,Indonesia,-0.7893,113.9213,2020-02-06,0.0,0.0,0.0
3853,,Iran,32.0,53.0,2020-02-06,0.0,0.0,0.0
3854,,Iraq,33.0,44.0,2020-02-06,0.0,0.0,0.0
3855,,Ireland,53.1424,-7.6921,2020-02-06,0.0,0.0,0.0
3856,,Israel,31.0,35.0,2020-02-06,0.0,0.0,0.0
3857,,Italy,43.0,12.0,2020-02-06,2.0,0.0,0.0
3858,,Jamaica,18.1096,-77.2975,2020-02-06,0.0,0.0,0.0
3859,,Japan,36.0,138.0,2020-02-06,22.0,1.0,0.0
3860,,Jordan,31.24,36.51,2020-02-06,0.0,0.0,0.0
3861,,Kazakhstan,48.0196,66.9237,2020-02-06,0.0,0.0,0.0
3862,,Kenya,-0.0236,37.9062,2020-02-06,0.0,0.0,0.0
3863,,"Korea, South",36.0,128.0,2020-02-06,23.0,0.0,0.0
3864,,Kuwait,29.5,47.75,2020-02-06,0.0,0.0,0.0
3865,,Kyrgyzstan,41.2044,74.7661,2020-02-06,0.0,0.0,0.0
3866,,Latvia,56.8796,24.6032,2020-02-06,0.0,0.0,0.0
3867,,Lebanon,33.8547,35.8623,2020-02-06,0.0,0.0,0.0
3868,,Liberia,6.4281,-9.4295,2020-02-06,0.0,0.0,0.0
3869,,Liechtenstein,47.14,9.55,2020-02-06,0.0,0.0,0.0
3870,,Lithuania,55.1694,23.8813,2020-02-06,0.0,0.0,0.0
3871,,Luxembourg,49.8153,6.1296,2020-02-06,0.0,0.0,0.0
3872,,Madagascar,-18.7669,46.8691,2020-02-06,0.0,0.0,0.0
3873,,Malaysia,2.5,112.5,2020-02-06,12.0,0.0,0.0
3874,,Maldives,3.2028,73.2207,2020-02-06,0.0,0.0,0.0
3875,,Malta,35.9375,14.3754,2020-02-06,0.0,0.0,0.0
3876,,Mauritania,21.0079,10.9408,2020-02-06,0.0,0.0,0.0
3877,,Mauritius,-20.2,57.5,2020-02-06,0.0,0.0,0.0
3878,,Mexico,23.6345,-102.5528,2020-02-06,0.0,0.0,0.0
3879,,Moldova,47.4116,28.3699,2020-02-06,0.0,0.0,0.0
3880,,Monaco,43.7333,7.4167,2020-02-06,0.0,0.0,0.0
3881,,Mongolia,46.8625,103.8467,2020-02-06,0.0,0.0,0.0
3882,,Montenegro,42.5,19.3,2020-02-06,0.0,0.0,0.0
3883,,Morocco,31.7917,-7.0926,2020-02-06,0.0,0.0,0.0
3884,,Namibia,-22.9576,18.4904,2020-02-06,0.0,0.0,0.0
3885,,Nepal,28.1667,84.25,2020-02-06,1.0,0.0,0.0
3886,Aruba,Netherlands,12.5186,-70.0358,2020-02-06,0.0,0.0,0.0
3887,Curacao,Netherlands,12.1696,-68.99,2020-02-06,0.0,0.0,0.0
3888,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-06,0.0,0.0,0.0
3889,,Netherlands,52.1326,5.2913,2020-02-06,0.0,0.0,0.0
3890,,New Zealand,-40.9006,174.886,2020-02-06,0.0,0.0,0.0
3891,,Nicaragua,12.8654,-85.2072,2020-02-06,0.0,0.0,0.0
3892,,Niger,17.6078,8.0817,2020-02-06,0.0,0.0,0.0
3893,,Nigeria,9.082,8.6753,2020-02-06,0.0,0.0,0.0
3894,,North Macedonia,41.6086,21.7453,2020-02-06,0.0,0.0,0.0
3895,,Norway,60.472,8.4689,2020-02-06,0.0,0.0,0.0
3896,,Oman,21.0,57.0,2020-02-06,0.0,0.0,0.0
3897,,Pakistan,30.3753,69.3451,2020-02-06,0.0,0.0,0.0
3898,,Panama,8.538,-80.7821,2020-02-06,0.0,0.0,0.0
3899,,Papua New Guinea,-6.315,143.9555,2020-02-06,0.0,0.0,0.0
3900,,Paraguay,-23.4425,-58.4438,2020-02-06,0.0,0.0,0.0
3901,,Peru,-9.19,-75.0152,2020-02-06,0.0,0.0,0.0
3902,,Philippines,13.0,122.0,2020-02-06,2.0,0.0,1.0
3903,,Poland,51.9194,19.1451,2020-02-06,0.0,0.0,0.0
3904,,Portugal,39.3999,-8.2245,2020-02-06,0.0,0.0,0.0
3905,,Qatar,25.3548,51.1839,2020-02-06,0.0,0.0,0.0
3906,,Romania,45.9432,24.9668,2020-02-06,0.0,0.0,0.0
3907,,Russia,60.0,90.0,2020-02-06,2.0,0.0,0.0
3908,,Rwanda,-1.9403,29.8739,2020-02-06,0.0,0.0,0.0
3909,,Saint Lucia,13.9094,-60.9789,2020-02-06,0.0,0.0,0.0
3910,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-06,0.0,0.0,0.0
3911,,San Marino,43.9424,12.4578,2020-02-06,0.0,0.0,0.0
3912,,Saudi Arabia,24.0,45.0,2020-02-06,0.0,0.0,0.0
3913,,Senegal,14.4974,-14.4524,2020-02-06,0.0,0.0,0.0
3914,,Serbia,44.0165,21.0059,2020-02-06,0.0,0.0,0.0
3915,,Seychelles,-4.6796,55.492,2020-02-06,0.0,0.0,0.0
3916,,Singapore,1.2833,103.8333,2020-02-06,28.0,0.0,0.0
3917,,Slovakia,48.669,19.699,2020-02-06,0.0,0.0,0.0
3918,,Slovenia,46.1512,14.9955,2020-02-06,0.0,0.0,0.0
3919,,Somalia,5.1521,46.1996,2020-02-06,0.0,0.0,0.0
3920,,South Africa,-30.5595,22.9375,2020-02-06,0.0,0.0,0.0
3921,,Spain,40.0,-4.0,2020-02-06,1.0,0.0,0.0
3922,,Sri Lanka,7.0,81.0,2020-02-06,1.0,0.0,0.0
3923,,Sudan,12.8628,30.2176,2020-02-06,0.0,0.0,0.0
3924,,Suriname,3.9193,-56.0278,2020-02-06,0.0,0.0,0.0
3925,,Sweden,63.0,16.0,2020-02-06,1.0,0.0,0.0
3926,,Switzerland,46.8182,8.2275,2020-02-06,0.0,0.0,0.0
3927,,Taiwan*,23.7,121.0,2020-02-06,16.0,1.0,0.0
3928,,Tanzania,-6.369,34.8888,2020-02-06,0.0,0.0,0.0
3929,,Thailand,15.0,101.0,2020-02-06,25.0,5.0,0.0
3930,,Togo,8.6195,0.8248,2020-02-06,0.0,0.0,0.0
3931,,Trinidad and Tobago,10.6918,-61.2225,2020-02-06,0.0,0.0,0.0
3932,,Tunisia,34.0,9.0,2020-02-06,0.0,0.0,0.0
3933,,Turkey,38.9637,35.2433,2020-02-06,0.0,0.0,0.0
3934,,Uganda,1.0,32.0,2020-02-06,0.0,0.0,0.0
3935,,Ukraine,48.3794,31.1656,2020-02-06,0.0,0.0,0.0
3936,,United Arab Emirates,24.0,54.0,2020-02-06,5.0,0.0,0.0
3937,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-06,0.0,0.0,0.0
3938,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-06,0.0,0.0,0.0
3939,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-06,0.0,0.0,0.0
3940,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-06,0.0,0.0,0.0
3941,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-06,0.0,0.0,0.0
3942,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-06,0.0,0.0,0.0
3943,,United Kingdom,55.3781,-3.4360000000000004,2020-02-06,2.0,0.0,0.0
3944,,Uruguay,-32.5228,-55.7658,2020-02-06,0.0,0.0,0.0
3945,,US,37.0902,-95.7129,2020-02-06,11.0,0.0,0.0
3946,,Uzbekistan,41.3775,64.5853,2020-02-06,0.0,0.0,0.0
3947,,Venezuela,6.4238,-66.5897,2020-02-06,0.0,0.0,0.0
3948,,Vietnam,16.0,108.0,2020-02-06,10.0,1.0,0.0
3949,,Zambia,-15.4167,28.2833,2020-02-06,0.0,0.0,0.0
3950,,Zimbabwe,-20.0,30.0,2020-02-06,0.0,0.0,0.0
3951,Diamond Princess,Canada,0.0,0.0,2020-02-06,0.0,,0.0
3952,,Dominica,15.415,-61.371,2020-02-06,0.0,0.0,0.0
3953,,Grenada,12.1165,-61.679,2020-02-06,0.0,,0.0
3954,,Mozambique,-18.665695,35.529562,2020-02-06,0.0,,0.0
3955,,Syria,34.802075,38.99681500000001,2020-02-06,0.0,,0.0
3956,,Timor-Leste,-8.874217,125.727539,2020-02-06,0.0,,0.0
3957,,Belize,13.1939,-59.5432,2020-02-06,0.0,0.0,0.0
3958,Recovered,Canada,0.0,0.0,2020-02-06,0.0,,0.0
3959,,Laos,19.85627,102.495496,2020-02-06,0.0,,0.0
3960,,Libya,26.3351,17.228331,2020-02-06,0.0,0.0,0.0
3961,,West Bank and Gaza,31.9522,35.2332,2020-02-06,0.0,0.0,0.0
3962,,Guinea-Bissau,11.8037,-15.1804,2020-02-06,0.0,0.0,0.0
3963,,Mali,17.570692,-3.996166000000001,2020-02-06,0.0,,0.0
3964,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-06,0.0,0.0,0.0
3965,Northwest Territories,Canada,64.8255,-124.8457,2020-02-06,0.0,,0.0
3966,Yukon,Canada,64.2823,-135.0,2020-02-06,0.0,,0.0
3967,,Kosovo,42.602636,20.902977,2020-02-06,0.0,,0.0
3968,,Afghanistan,33.0,65.0,2020-02-07,0.0,0.0,0.0
3969,,Albania,41.1533,20.1683,2020-02-07,0.0,0.0,0.0
3970,,Algeria,28.0339,1.6596,2020-02-07,0.0,0.0,0.0
3971,,Andorra,42.5063,1.5218,2020-02-07,0.0,0.0,0.0
3972,,Angola,-11.2027,17.8739,2020-02-07,0.0,0.0,0.0
3973,,Antigua and Barbuda,17.0608,-61.7964,2020-02-07,0.0,0.0,0.0
3974,,Argentina,-38.4161,-63.6167,2020-02-07,0.0,0.0,0.0
3975,,Armenia,40.0691,45.0382,2020-02-07,0.0,0.0,0.0
3976,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-07,0.0,0.0,0.0
3977,New South Wales,Australia,-33.8688,151.2093,2020-02-07,4.0,2.0,0.0
3978,Northern Territory,Australia,-12.4634,130.8456,2020-02-07,0.0,0.0,0.0
3979,Queensland,Australia,-28.0167,153.4,2020-02-07,5.0,0.0,0.0
3980,South Australia,Australia,-34.9285,138.6007,2020-02-07,2.0,0.0,0.0
3981,Tasmania,Australia,-41.4545,145.9707,2020-02-07,0.0,0.0,0.0
3982,Victoria,Australia,-37.8136,144.9631,2020-02-07,4.0,0.0,0.0
3983,Western Australia,Australia,-31.9505,115.8605,2020-02-07,0.0,0.0,0.0
3984,,Austria,47.5162,14.5501,2020-02-07,0.0,0.0,0.0
3985,,Azerbaijan,40.1431,47.5769,2020-02-07,0.0,0.0,0.0
3986,,Bahamas,25.0343,-77.3963,2020-02-07,0.0,0.0,0.0
3987,,Bahrain,26.0275,50.55,2020-02-07,0.0,0.0,0.0
3988,,Bangladesh,23.685,90.3563,2020-02-07,0.0,0.0,0.0
3989,,Barbados,13.1939,-59.5432,2020-02-07,0.0,0.0,0.0
3990,,Belarus,53.7098,27.9534,2020-02-07,0.0,0.0,0.0
3991,,Belgium,50.8333,4.0,2020-02-07,1.0,0.0,0.0
3992,,Benin,9.3077,2.3158,2020-02-07,0.0,0.0,0.0
3993,,Bhutan,27.5142,90.4336,2020-02-07,0.0,0.0,0.0
3994,,Bolivia,-16.2902,-63.5887,2020-02-07,0.0,0.0,0.0
3995,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-07,0.0,0.0,0.0
3996,,Brazil,-14.235,-51.9253,2020-02-07,0.0,0.0,0.0
3997,,Brunei,4.5353,114.7277,2020-02-07,0.0,0.0,0.0
3998,,Bulgaria,42.7339,25.4858,2020-02-07,0.0,0.0,0.0
3999,,Burkina Faso,12.2383,-1.5616,2020-02-07,0.0,0.0,0.0
4000,,Cabo Verde,16.5388,-23.0418,2020-02-07,0.0,0.0,0.0
4001,,Cambodia,11.55,104.9167,2020-02-07,1.0,0.0,0.0
4002,,Cameroon,3.848,11.5021,2020-02-07,0.0,,0.0
4003,Alberta,Canada,53.9333,-116.5765,2020-02-07,0.0,,0.0
4004,British Columbia,Canada,49.2827,-123.1207,2020-02-07,4.0,,0.0
4005,Grand Princess,Canada,37.6489,-122.6655,2020-02-07,0.0,,0.0
4006,Manitoba,Canada,53.7609,-98.8139,2020-02-07,0.0,,0.0
4007,New Brunswick,Canada,46.5653,-66.4619,2020-02-07,0.0,,0.0
4008,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-07,0.0,,0.0
4009,Nova Scotia,Canada,44.682,-63.7443,2020-02-07,0.0,,0.0
4010,Ontario,Canada,51.2538,-85.3232,2020-02-07,3.0,,0.0
4011,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-07,0.0,,0.0
4012,Quebec,Canada,52.9399,-73.5491,2020-02-07,0.0,,0.0
4013,Saskatchewan,Canada,52.9399,-106.4509,2020-02-07,0.0,,0.0
4014,,Central African Republic,6.6111,20.9394,2020-02-07,0.0,0.0,0.0
4015,,Chad,15.4542,18.7322,2020-02-07,0.0,0.0,0.0
4016,,Chile,-35.6751,-71.543,2020-02-07,0.0,0.0,0.0
4017,Anhui,China,31.8257,117.2264,2020-02-07,665.0,47.0,0.0
4018,Beijing,China,40.1824,116.4142,2020-02-07,297.0,33.0,1.0
4019,Chongqing,China,30.0572,107.874,2020-02-07,426.0,31.0,2.0
4020,Fujian,China,26.0789,117.9874,2020-02-07,224.0,20.0,0.0
4021,Gansu,China,37.8099,101.0583,2020-02-07,67.0,9.0,0.0
4022,Guangdong,China,23.3417,113.4244,2020-02-07,1034.0,88.0,1.0
4023,Guangxi,China,23.8298,108.7881,2020-02-07,172.0,17.0,0.0
4024,Guizhou,China,26.8154,106.8748,2020-02-07,81.0,6.0,1.0
4025,Hainan,China,19.1959,109.7453,2020-02-07,117.0,10.0,2.0
4026,Hebei,China,39.549,116.1306,2020-02-07,172.0,22.0,1.0
4027,Heilongjiang,China,47.862,127.7615,2020-02-07,277.0,,3.0
4028,Henan,China,33.882,113.614,2020-02-07,914.0,,3.0
4029,Hong Kong,China,22.3,114.2,2020-02-07,25.0,0.0,1.0
4030,Hubei,China,30.9756,112.2707,2020-02-07,24953.0,1115.0,699.0
4031,Hunan,China,27.6104,111.7088,2020-02-07,772.0,112.0,0.0
4032,Inner Mongolia,China,44.0935,113.9448,2020-02-07,50.0,5.0,0.0
4033,Jiangsu,China,32.9711,119.455,2020-02-07,408.0,43.0,0.0
4034,Jiangxi,China,27.614,115.7221,2020-02-07,661.0,45.0,0.0
4035,Jilin,China,43.6661,126.1923,2020-02-07,65.0,4.0,1.0
4036,Liaoning,China,41.2956,122.6085,2020-02-07,99.0,7.0,0.0
4037,Macau,China,22.1667,113.55,2020-02-07,10.0,1.0,0.0
4038,Ningxia,China,37.2692,106.1655,2020-02-07,43.0,5.0,0.0
4039,Qinghai,China,35.7452,95.9956,2020-02-07,18.0,3.0,0.0
4040,Shaanxi,China,35.1917,108.8701,2020-02-07,184.0,17.0,0.0
4041,Shandong,China,36.3427,118.1498,2020-02-07,386.0,37.0,0.0
4042,Shanghai,China,31.202,121.4491,2020-02-07,277.0,,1.0
4043,Shanxi,China,37.5777,112.2922,2020-02-07,104.0,15.0,0.0
4044,Sichuan,China,30.6171,102.7103,2020-02-07,344.0,42.0,1.0
4045,Tianjin,China,39.3054,117.323,2020-02-07,81.0,2.0,1.0
4046,Tibet,China,31.6927,88.0924,2020-02-07,1.0,0.0,0.0
4047,Xinjiang,China,41.1129,85.2401,2020-02-07,39.0,0.0,0.0
4048,Yunnan,China,24.974,101.487,2020-02-07,138.0,,0.0
4049,Zhejiang,China,29.1832,120.0934,2020-02-07,1006.0,123.0,0.0
4050,,Colombia,4.5709,-74.2973,2020-02-07,0.0,0.0,0.0
4051,,Congo (Brazzaville),-4.0383,21.7587,2020-02-07,0.0,0.0,0.0
4052,,Congo (Kinshasa),-4.0383,21.7587,2020-02-07,0.0,0.0,0.0
4053,,Costa Rica,9.7489,-83.7534,2020-02-07,0.0,0.0,0.0
4054,,Cote d'Ivoire,7.54,-5.5471,2020-02-07,0.0,0.0,0.0
4055,,Croatia,45.1,15.2,2020-02-07,0.0,0.0,0.0
4056,,Diamond Princess,0.0,0.0,2020-02-07,61.0,0.0,0.0
4057,,Cuba,22.0,-80.0,2020-02-07,0.0,0.0,0.0
4058,,Cyprus,35.1264,33.4299,2020-02-07,0.0,0.0,0.0
4059,,Czechia,49.8175,15.473,2020-02-07,0.0,,0.0
4060,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-07,0.0,0.0,0.0
4061,Greenland,Denmark,71.7069,-42.6043,2020-02-07,0.0,0.0,0.0
4062,,Denmark,56.2639,9.5018,2020-02-07,0.0,0.0,0.0
4063,,Djibouti,11.8251,42.5903,2020-02-07,0.0,0.0,0.0
4064,,Dominican Republic,18.7357,-70.1627,2020-02-07,0.0,0.0,0.0
4065,,Ecuador,-1.8312,-78.1834,2020-02-07,0.0,0.0,0.0
4066,,Egypt,26.0,30.0,2020-02-07,0.0,0.0,0.0
4067,,El Salvador,13.7942,-88.8965,2020-02-07,0.0,0.0,0.0
4068,,Equatorial Guinea,1.5,10.0,2020-02-07,0.0,0.0,0.0
4069,,Eritrea,15.1794,39.7823,2020-02-07,0.0,0.0,0.0
4070,,Estonia,58.5953,25.0136,2020-02-07,0.0,0.0,0.0
4071,,Eswatini,-26.5225,31.4659,2020-02-07,0.0,0.0,0.0
4072,,Ethiopia,9.145,40.4897,2020-02-07,0.0,0.0,0.0
4073,,Fiji,-17.7134,178.065,2020-02-07,0.0,0.0,0.0
4074,,Finland,64.0,26.0,2020-02-07,1.0,0.0,0.0
4075,French Guiana,France,3.9339,-53.1258,2020-02-07,0.0,0.0,0.0
4076,French Polynesia,France,-17.6797,149.4068,2020-02-07,0.0,0.0,0.0
4077,Guadeloupe,France,16.25,-61.5833,2020-02-07,0.0,0.0,0.0
4078,Mayotte,France,-12.8275,45.1662,2020-02-07,0.0,0.0,0.0
4079,New Caledonia,France,-20.9043,165.618,2020-02-07,0.0,0.0,0.0
4080,Reunion,France,-21.1351,55.2471,2020-02-07,0.0,0.0,0.0
4081,Saint Barthelemy,France,17.9,-62.8333,2020-02-07,0.0,0.0,0.0
4082,St Martin,France,18.0708,-63.0501,2020-02-07,0.0,0.0,0.0
4083,Martinique,France,14.6415,-61.0242,2020-02-07,0.0,0.0,0.0
4084,,France,46.2276,2.2137,2020-02-07,6.0,0.0,0.0
4085,,Gabon,-0.8037,11.6094,2020-02-07,0.0,0.0,0.0
4086,,Gambia,13.4432,-15.3101,2020-02-07,0.0,0.0,0.0
4087,,Georgia,42.3154,43.3569,2020-02-07,0.0,0.0,0.0
4088,,Germany,51.0,9.0,2020-02-07,13.0,0.0,0.0
4089,,Ghana,7.9465,-1.0232,2020-02-07,0.0,0.0,0.0
4090,,Greece,39.0742,21.8243,2020-02-07,0.0,0.0,0.0
4091,,Guatemala,15.7835,-90.2308,2020-02-07,0.0,0.0,0.0
4092,,Guinea,9.9456,-9.6966,2020-02-07,0.0,0.0,0.0
4093,,Guyana,5.0,-58.75,2020-02-07,0.0,0.0,0.0
4094,,Haiti,18.9712,-72.2852,2020-02-07,0.0,0.0,0.0
4095,,Holy See,41.9029,12.4534,2020-02-07,0.0,0.0,0.0
4096,,Honduras,15.2,-86.2419,2020-02-07,0.0,0.0,0.0
4097,,Hungary,47.1625,19.5033,2020-02-07,0.0,0.0,0.0
4098,,Iceland,64.9631,-19.0208,2020-02-07,0.0,0.0,0.0
4099,,India,21.0,78.0,2020-02-07,3.0,0.0,0.0
4100,,Indonesia,-0.7893,113.9213,2020-02-07,0.0,0.0,0.0
4101,,Iran,32.0,53.0,2020-02-07,0.0,0.0,0.0
4102,,Iraq,33.0,44.0,2020-02-07,0.0,0.0,0.0
4103,,Ireland,53.1424,-7.6921,2020-02-07,0.0,0.0,0.0
4104,,Israel,31.0,35.0,2020-02-07,0.0,0.0,0.0
4105,,Italy,43.0,12.0,2020-02-07,3.0,0.0,0.0
4106,,Jamaica,18.1096,-77.2975,2020-02-07,0.0,0.0,0.0
4107,,Japan,36.0,138.0,2020-02-07,25.0,1.0,0.0
4108,,Jordan,31.24,36.51,2020-02-07,0.0,0.0,0.0
4109,,Kazakhstan,48.0196,66.9237,2020-02-07,0.0,0.0,0.0
4110,,Kenya,-0.0236,37.9062,2020-02-07,0.0,0.0,0.0
4111,,"Korea, South",36.0,128.0,2020-02-07,24.0,1.0,0.0
4112,,Kuwait,29.5,47.75,2020-02-07,0.0,0.0,0.0
4113,,Kyrgyzstan,41.2044,74.7661,2020-02-07,0.0,0.0,0.0
4114,,Latvia,56.8796,24.6032,2020-02-07,0.0,0.0,0.0
4115,,Lebanon,33.8547,35.8623,2020-02-07,0.0,0.0,0.0
4116,,Liberia,6.4281,-9.4295,2020-02-07,0.0,0.0,0.0
4117,,Liechtenstein,47.14,9.55,2020-02-07,0.0,0.0,0.0
4118,,Lithuania,55.1694,23.8813,2020-02-07,0.0,0.0,0.0
4119,,Luxembourg,49.8153,6.1296,2020-02-07,0.0,0.0,0.0
4120,,Madagascar,-18.7669,46.8691,2020-02-07,0.0,0.0,0.0
4121,,Malaysia,2.5,112.5,2020-02-07,12.0,1.0,0.0
4122,,Maldives,3.2028,73.2207,2020-02-07,0.0,0.0,0.0
4123,,Malta,35.9375,14.3754,2020-02-07,0.0,0.0,0.0
4124,,Mauritania,21.0079,10.9408,2020-02-07,0.0,0.0,0.0
4125,,Mauritius,-20.2,57.5,2020-02-07,0.0,0.0,0.0
4126,,Mexico,23.6345,-102.5528,2020-02-07,0.0,0.0,0.0
4127,,Moldova,47.4116,28.3699,2020-02-07,0.0,0.0,0.0
4128,,Monaco,43.7333,7.4167,2020-02-07,0.0,0.0,0.0
